1.409000000000000000e+03,1.135186004638671875e+02
1.409004899999999907e+03,1.129179992675781250e+02
1.409009800000000041e+03,1.135714035034179688e+02
1.409014599999999973e+03,1.143747024536132812e+02
1.409019500000000107e+03,1.146066970825195312e+02
1.409024400000000014e+03,1.145858001708984375e+02
1.409029299999999921e+03,1.140987014770507812e+02
1.409034200000000055e+03,1.137729034423828125e+02
1.409039099999999962e+03,1.138126983642578125e+02
1.409043899999999894e+03,1.144421997070312500e+02
1.409048800000000028e+03,1.146680984497070312e+02
1.409053699999999935e+03,1.148464965820312500e+02
1.409058600000000069e+03,1.148391036987304688e+02
1.409063499999999976e+03,1.148893966674804688e+02
1.409068400000000111e+03,1.146790008544921875e+02
1.409073200000000043e+03,1.148038024902343750e+02
1.409078099999999949e+03,1.153599014282226562e+02
1.409083000000000084e+03,1.160818023681640625e+02
1.409087899999999991e+03,1.162898025512695312e+02
1.409092799999999897e+03,1.159616012573242188e+02
1.409097700000000032e+03,1.157686004638671875e+02
1.409102499999999964e+03,1.160410003662109375e+02
1.409107400000000098e+03,1.164670028686523438e+02
1.409112300000000005e+03,1.164234008789062500e+02
1.409117199999999912e+03,1.168535003662109375e+02
1.409122100000000046e+03,1.170892028808593750e+02
1.409126999999999953e+03,1.172239990234375000e+02
1.409131800000000112e+03,1.174163970947265625e+02
1.409136700000000019e+03,1.174007034301757812e+02
1.409141599999999926e+03,1.173375015258789062e+02
1.409146500000000060e+03,1.176259002685546875e+02
1.409151399999999967e+03,1.177378997802734375e+02
1.409156199999999899e+03,1.178685989379882812e+02
1.409161100000000033e+03,1.184392013549804688e+02
1.409165999999999940e+03,1.193099975585937500e+02
1.409170900000000074e+03,1.196636962890625000e+02
1.409175799999999981e+03,1.195833969116210938e+02
1.409180699999999888e+03,1.201735000610351562e+02
1.409185500000000047e+03,1.204222030639648438e+02
1.409190399999999954e+03,1.202387008666992188e+02
1.409195300000000088e+03,1.199250030517578125e+02
1.409200199999999995e+03,1.203004989624023438e+02
1.409205099999999902e+03,1.208154983520507812e+02
1.409210000000000036e+03,1.216153030395507812e+02
1.409214799999999968e+03,1.221612014770507812e+02
1.409219700000000103e+03,1.218128967285156250e+02
1.409224600000000009e+03,1.223917999267578125e+02
1.409229499999999916e+03,1.225541000366210938e+02
1.409234400000000051e+03,1.227732009887695312e+02
1.409239299999999957e+03,1.244503021240234375e+02
1.409244099999999889e+03,1.251396026611328125e+02
1.409249000000000024e+03,1.248401031494140625e+02
1.409253899999999931e+03,1.249657974243164062e+02
1.409258800000000065e+03,1.256138000488281250e+02
1.409263699999999972e+03,1.263466033935546875e+02
1.409268600000000106e+03,1.268906021118164062e+02
1.409273400000000038e+03,1.270288009643554688e+02
1.409278299999999945e+03,1.273752975463867188e+02
1.409283200000000079e+03,1.272991027832031250e+02
1.409288099999999986e+03,1.279048995971679688e+02
1.409292999999999893e+03,1.282693939208984375e+02
1.409297900000000027e+03,1.287736053466796875e+02
1.409302699999999959e+03,1.292371978759765625e+02
1.409307600000000093e+03,1.299918975830078125e+02
1.409312500000000000e+03,1.308583068847656250e+02
1.409317399999999907e+03,1.312550048828125000e+02
1.409322300000000041e+03,1.313094940185546875e+02
1.409327099999999973e+03,1.317619934082031250e+02
1.409332000000000107e+03,1.323256988525390625e+02
1.409336900000000014e+03,1.326833038330078125e+02
1.409341799999999921e+03,1.330872955322265625e+02
1.409346700000000055e+03,1.343690948486328125e+02
1.409351599999999962e+03,1.353417968750000000e+02
1.409356399999999894e+03,1.354633941650390625e+02
1.409361300000000028e+03,1.350890960693359375e+02
1.409366199999999935e+03,1.351078033447265625e+02
1.409371100000000069e+03,1.358919982910156250e+02
1.409375999999999976e+03,1.375675964355468750e+02
1.409380900000000111e+03,1.389788055419921875e+02
1.409385700000000043e+03,1.389976043701171875e+02
1.409390599999999949e+03,1.393238067626953125e+02
1.409395500000000084e+03,1.400296020507812500e+02
1.409400399999999991e+03,1.404862976074218750e+02
1.409405299999999897e+03,1.405144042968750000e+02
1.409410200000000032e+03,1.417328948974609375e+02
1.409414999999999964e+03,1.426656036376953125e+02
1.409419900000000098e+03,1.425733947753906250e+02
1.409424800000000005e+03,1.419490966796875000e+02
1.409429699999999912e+03,1.422232971191406250e+02
1.409434600000000046e+03,1.437469024658203125e+02
1.409439499999999953e+03,1.453043060302734375e+02
1.409444300000000112e+03,1.459588928222656250e+02
1.409449200000000019e+03,1.457259063720703125e+02
1.409454099999999926e+03,1.470690002441406250e+02
1.409459000000000060e+03,1.488143005371093750e+02
1.409463899999999967e+03,1.499691925048828125e+02
1.409468800000000101e+03,1.498948974609375000e+02
1.409473600000000033e+03,1.496136016845703125e+02
1.409478499999999940e+03,1.508571929931640625e+02
1.409483400000000074e+03,1.520081024169921875e+02
1.409488299999999981e+03,1.528513946533203125e+02
1.409493199999999888e+03,1.537395935058593750e+02
1.409498000000000047e+03,1.545124969482421875e+02
1.409502899999999954e+03,1.550505065917968750e+02
1.409507800000000088e+03,1.554257965087890625e+02
1.409512699999999995e+03,1.563108062744140625e+02
1.409517599999999902e+03,1.576222991943359375e+02
1.409522500000000036e+03,1.587843017578125000e+02
1.409527299999999968e+03,1.595516052246093750e+02
1.409532200000000103e+03,1.597223968505859375e+02
1.409537100000000009e+03,1.598119964599609375e+02
1.409541999999999916e+03,1.613972930908203125e+02
1.409546900000000051e+03,1.634136962890625000e+02
1.409551799999999957e+03,1.639774017333984375e+02
1.409556599999999889e+03,1.643654022216796875e+02
1.409561500000000024e+03,1.655393066406250000e+02
1.409566399999999931e+03,1.668574981689453125e+02
1.409571300000000065e+03,1.669035949707031250e+02
1.409576199999999972e+03,1.659109954833984375e+02
1.409581100000000106e+03,1.660964050292968750e+02
1.409585900000000038e+03,1.680260925292968750e+02
1.409590799999999945e+03,1.697922973632812500e+02
1.409595700000000079e+03,1.711372985839843750e+02
1.409600599999999986e+03,1.724302062988281250e+02
1.409605499999999893e+03,1.723186035156250000e+02
1.409610400000000027e+03,1.720473022460937500e+02
1.409615199999999959e+03,1.733325958251953125e+02
1.409620100000000093e+03,1.748222961425781250e+02
1.409625000000000000e+03,1.763975067138671875e+02
1.409629899999999907e+03,1.773836975097656250e+02
1.409634800000000041e+03,1.782884063720703125e+02
1.409639599999999973e+03,1.795045928955078125e+02
1.409644500000000107e+03,1.811822052001953125e+02
1.409649400000000014e+03,1.823524017333984375e+02
1.409654299999999921e+03,1.831864929199218750e+02
1.409659200000000055e+03,1.837149047851562500e+02
1.409664099999999962e+03,1.837102966308593750e+02
1.409668899999999894e+03,1.836808013916015625e+02
1.409673800000000028e+03,1.841981048583984375e+02
1.409678699999999935e+03,1.850187072753906250e+02
1.409683600000000069e+03,1.863282012939453125e+02
1.409688499999999976e+03,1.877626037597656250e+02
1.409693400000000111e+03,1.902433929443359375e+02
1.409698200000000043e+03,1.930270996093750000e+02
1.409703099999999949e+03,1.941096038818359375e+02
1.409708000000000084e+03,1.942886047363281250e+02
1.409712899999999991e+03,1.953755035400390625e+02
1.409717799999999897e+03,1.968195953369140625e+02
1.409722700000000032e+03,1.979485931396484375e+02
1.409727499999999964e+03,1.992644042968750000e+02
1.409732400000000098e+03,2.000370941162109375e+02
1.409737300000000005e+03,2.002366027832031250e+02
1.409742199999999912e+03,2.007532958984375000e+02
1.409747100000000046e+03,2.023170013427734375e+02
1.409751999999999953e+03,2.047444000244140625e+02
1.409756800000000112e+03,2.053802032470703125e+02
1.409761700000000019e+03,2.060084075927734375e+02
1.409766599999999926e+03,2.079459991455078125e+02
1.409771500000000060e+03,2.093497924804687500e+02
1.409776399999999967e+03,2.101201934814453125e+02
1.409781199999999899e+03,2.109850006103515625e+02
1.409786100000000033e+03,2.124546966552734375e+02
1.409790999999999940e+03,2.144591064453125000e+02
1.409795900000000074e+03,2.160166931152343750e+02
1.409800799999999981e+03,2.166425018310546875e+02
1.409805699999999888e+03,2.172928009033203125e+02
1.409810500000000047e+03,2.184241027832031250e+02
1.409815399999999954e+03,2.192937927246093750e+02
1.409820300000000088e+03,2.209033966064453125e+02
1.409825199999999995e+03,2.222380065917968750e+02
1.409830099999999902e+03,2.230612030029296875e+02
1.409835000000000036e+03,2.244006958007812500e+02
1.409839799999999968e+03,2.253598937988281250e+02
1.409844700000000103e+03,2.264579010009765625e+02
1.409849600000000009e+03,2.278939971923828125e+02
1.409854499999999916e+03,2.298558044433593750e+02
1.409859400000000051e+03,2.316865997314453125e+02
1.409864299999999957e+03,2.329268035888671875e+02
1.409869099999999889e+03,2.336134033203125000e+02
1.409874000000000024e+03,2.344846038818359375e+02
1.409878899999999931e+03,2.361184997558593750e+02
1.409883800000000065e+03,2.352749938964843750e+02
1.409888699999999972e+03,2.360491943359375000e+02
1.409893600000000106e+03,2.388565979003906250e+02
1.409898400000000038e+03,2.403968963623046875e+02
1.409903299999999945e+03,2.422969970703125000e+02
